Name,Season,pre,end,concat,Official Season,AllStar,,,,,,,,,,,,,,,,,,,,,,,
Kareem Abdul-Jabbar,1979-80,19,80,1980,1980,1,,,,,,,,,,,,,,,,,,,,,,,
Kareem Abdul-Jabbar,1980-81,19,81,1981,1981,1,,,,,,,,,,,,,,,,,,,,,,,
Kareem Abdul-Jabbar,1981-82,19,82,1982,1982,1,,,,,,,,,,,,,,,,,,,,,,,
Kareem Abdul-Jabbar,1982-83,19,83,1983,1983,1,,,,,,,,,,,,,,,,,,,,,,,
Kareem Abdul-Jabbar,1983-84,19,84,1984,1984,1,,,,,,,,,,,,,,,,,,,,,,,
Kareem Abdul-Jabbar,1984-85,19,85,1985,1985,1,,,,,,,,,,,,,,,,,,,,,,,
Kareem Abdul-Jabbar,1985-86,19,86,1986,1986,1,,,,,,,,,,,,,,,,,,,,,,,
Kareem Abdul-Jabbar,1986-87,19,87,1987,1987,1,,,,,,,,,,,,,,,,,,,,,,,
Kareem Abdul-Jabbar,1987-88,19,88,1988,1988,1,,,,,,,,,,,,,,,,,,,,,,,
Kareem Abdul-Jabbar,1988-89,19,89,1989,1989,1,,,,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,1997-98,19,98,1998,1998,1,,,,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,1999-00,19,00,1900,2000,1,,,,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,2000-01,20,01,2001,2001,1,,,,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,2001-02,20,02,2002,2002,1,,,,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,2002-03,20,03,2003,2003,1,,,,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,2003-04,20,04,2004,2004,1,,,,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,2004-05,20,05,2005,2005,1,,,,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,2005-06,20,06,2006,2006,1,,,,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,2006-07,20,07,2007,2007,1,,,,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,2007-08,20,08,2008,2008,1,,,,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,2008-09,20,09,2009,2009,1,,,,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,2009-10,20,10,2010,2010,1,,,,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,2010-11,20,11,2011,2011,1,,,,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,2011-12,20,12,2012,2012,1,,,,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,2012-13,20,13,2013,2013,1,,,,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,2013-14,20,14,2014,2014,1,,,,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,2014-15,20,15,2015,2015,1,,,,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,2015-16,20,16,2016,2016,1,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,2004-05,20,05,2005,2005,1,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,2005-06,20,06,2006,2006,1,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,2006-07,20,07,2007,2007,1,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,2007-08,20,08,2008,2008,1,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,2008-09,20,09,2009,2009,1,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,2009-10,20,10,2010,2010,1,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,2010-11,20,11,2011,2011,1,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,2011-12,20,12,2012,2012,1,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,2012-13,20,13,2013,2013,1,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,2013-14,20,14,2014,2014,1,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,2014-15,20,15,2015,2015,1,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,2015-16,20,16,2016,2016,1,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,2016-17,20,17,2017,2017,1,,,,,,,,,,,,,,,,,,,,,,,
Julius Erving,1979-80,19,80,1980,1980,1,,,,,,,,,,,,,,,,,,,,,,,
Julius Erving,1980-81,19,81,1981,1981,1,,,,,,,,,,,,,,,,,,,,,,,
Julius Erving,1981-82,19,82,1982,1982,1,,,,,,,,,,,,,,,,,,,,,,,
Julius Erving,1982-83,19,83,1983,1983,1,,,,,,,,,,,,,,,,,,,,,,,
Julius Erving,1983-84,19,84,1984,1984,1,,,,,,,,,,,,,,,,,,,,,,,
Julius Erving,1984-85,19,85,1985,1985,1,,,,,,,,,,,,,,,,,,,,,,,
Julius Erving,1985-86,19,86,1986,1986,1,,,,,,,,,,,,,,,,,,,,,,,
Julius Erving,1986-87,19,87,1987,1987,1,,,,,,,,,,,,,,,,,,,,,,,
Tim Duncan,1997-98,19,98,1998,1998,1,,,,,,,,,,,,,,,,,,,,,,,
Tim Duncan,1999-00,19,00,1900,2000,1,,,,,,,,,,,,,,,,,,,,,,,
Tim Duncan,2000-01,20,01,2001,2001,1,,,,,,,,,,,,,,,,,,,,,,,
Tim Duncan,2001-02,20,02,2002,2002,1,,,,,,,,,,,,,,,,,,,,,,,
Tim Duncan,2002-03,20,03,2003,2003,1,,,,,,,,,,,,,,,,,,,,,,,
Tim Duncan,2003-04,20,04,2004,2004,1,,,,,,,,,,,,,,,,,,,,,,,
Tim Duncan,2004-05,20,05,2005,2005,1,,,,,,,,,,,,,,,,,,,,,,,
Tim Duncan,2005-06,20,06,2006,2006,1,,,,,,,,,,,,,,,,,,,,,,,
Tim Duncan,2006-07,20,07,2007,2007,1,,,,,,,,,,,,,,,,,,,,,,,
Tim Duncan,2007-08,20,08,2008,2008,1,,,,,,,,,,,,,,,,,,,,,,,
Tim Duncan,2008-09,20,09,2009,2009,1,,,,,,,,,,,,,,,,,,,,,,,
Tim Duncan,2009-10,20,10,2010,2010,1,,,,,,,,,,,,,,,,,,,,,,,
Tim Duncan,2010-11,20,11,2011,2011,1,,,,,,,,,,,,,,,,,,,,,,,
Tim Duncan,2012-13,20,13,2013,2013,1,,,,,,,,,,,,,,,,,,,,,,,
Tim Duncan,2014-15,20,15,2015,2015,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin Garnett,1996-97,19,97,1997,1997,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin Garnett,1997-98,19,98,1998,1998,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin Garnett,1999-00,19,00,1900,2000,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin Garnett,2000-01,20,01,2001,2001,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin Garnett,2001-02,20,02,2002,2002,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin Garnett,2002-03,20,03,2003,2003,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin Garnett,2003-04,20,04,2004,2004,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin Garnett,2004-05,20,05,2005,2005,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin Garnett,2005-06,20,06,2006,2006,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin Garnett,2006-07,20,07,2007,2007,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin Garnett,2007-08,20,08,2008,2008,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin Garnett,2008-09,20,09,2009,2009,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin Garnett,2009-10,20,10,2010,2010,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin Garnett,2010-11,20,11,2011,2011,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin Garnett,2012-13,20,13,2013,2013,1,,,,,,,,,,,,,,,,,,,,,,,
Shaquille O'Neal,1992-93,19,93,1993,1993,1,,,,,,,,,,,,,,,,,,,,,,,
Shaquille O'Neal,1993-94,19,94,1994,1994,1,,,,,,,,,,,,,,,,,,,,,,,
Shaquille O'Neal,1994-95,19,95,1995,1995,1,,,,,,,,,,,,,,,,,,,,,,,
Shaquille O'Neal,1995-96,19,96,1996,1996,1,,,,,,,,,,,,,,,,,,,,,,,
Shaquille O'Neal,1996-97,19,97,1997,1997,1,,,,,,,,,,,,,,,,,,,,,,,
Shaquille O'Neal,1997-98,19,98,1998,1998,1,,,,,,,,,,,,,,,,,,,,,,,
Shaquille O'Neal,1999-00,19,00,1900,2000,1,,,,,,,,,,,,,,,,,,,,,,,
Shaquille O'Neal,2000-01,20,01,2001,2001,1,,,,,,,,,,,,,,,,,,,,,,,
Shaquille O'Neal,2001-02,20,02,2002,2002,1,,,,,,,,,,,,,,,,,,,,,,,
Shaquille O'Neal,2002-03,20,03,2003,2003,1,,,,,,,,,,,,,,,,,,,,,,,
Shaquille O'Neal,2003-04,20,04,2004,2004,1,,,,,,,,,,,,,,,,,,,,,,,
Shaquille O'Neal,2004-05,20,05,2005,2005,1,,,,,,,,,,,,,,,,,,,,,,,
Shaquille O'Neal,2005-06,20,06,2006,2006,1,,,,,,,,,,,,,,,,,,,,,,,
Shaquille O'Neal,2006-07,20,07,2007,2007,1,,,,,,,,,,,,,,,,,,,,,,,
Shaquille O'Neal,2008-09,20,09,2009,2009,1,,,,,,,,,,,,,,,,,,,,,,,
Michael Jordan,1984-85,19,85,1985,1985,1,,,,,,,,,,,,,,,,,,,,,,,
Michael Jordan,1985-86,19,86,1986,1986,1,,,,,,,,,,,,,,,,,,,,,,,
Michael Jordan,1986-87,19,87,1987,1987,1,,,,,,,,,,,,,,,,,,,,,,,
Michael Jordan,1987-88,19,88,1988,1988,1,,,,,,,,,,,,,,,,,,,,,,,
Michael Jordan,1988-89,19,89,1989,1989,1,,,,,,,,,,,,,,,,,,,,,,,
Michael Jordan,1989-90,19,90,1990,1990,1,,,,,,,,,,,,,,,,,,,,,,,
Michael Jordan,1990-91,19,91,1991,1991,1,,,,,,,,,,,,,,,,,,,,,,,
Michael Jordan,1991-92,19,92,1992,1992,1,,,,,,,,,,,,,,,,,,,,,,,
Michael Jordan,1992-93,19,93,1993,1993,1,,,,,,,,,,,,,,,,,,,,,,,
Michael Jordan,1995-96,19,96,1996,1996,1,,,,,,,,,,,,,,,,,,,,,,,
Michael Jordan,1996-97,19,97,1997,1997,1,,,,,,,,,,,,,,,,,,,,,,,
Michael Jordan,1997-98,19,98,1998,1998,1,,,,,,,,,,,,,,,,,,,,,,,
Michael Jordan,2001-02,20,02,2002,2002,1,,,,,,,,,,,,,,,,,,,,,,,
Michael Jordan,2002-03,20,03,2003,2003,1,,,,,,,,,,,,,,,,,,,,,,,
Karl Malone,1987-88,19,88,1988,1988,1,,,,,,,,,,,,,,,,,,,,,,,
Karl Malone,1988-89,19,89,1989,1989,1,,,,,,,,,,,,,,,,,,,,,,,
Karl Malone,1989-90,19,90,1990,1990,1,,,,,,,,,,,,,,,,,,,,,,,
Karl Malone,1990-91,19,91,1991,1991,1,,,,,,,,,,,,,,,,,,,,,,,
Karl Malone,1991-92,19,92,1992,1992,1,,,,,,,,,,,,,,,,,,,,,,,
Karl Malone,1992-93,19,93,1993,1993,1,,,,,,,,,,,,,,,,,,,,,,,
Karl Malone,1993-94,19,94,1994,1994,1,,,,,,,,,,,,,,,,,,,,,,,
Karl Malone,1994-95,19,95,1995,1995,1,,,,,,,,,,,,,,,,,,,,,,,
Karl Malone,1995-96,19,96,1996,1996,1,,,,,,,,,,,,,,,,,,,,,,,
Karl Malone,1996-97,19,97,1997,1997,1,,,,,,,,,,,,,,,,,,,,,,,
Karl Malone,1997-98,19,98,1998,1998,1,,,,,,,,,,,,,,,,,,,,,,,
Karl Malone,1999-00,19,00,1900,2000,1,,,,,,,,,,,,,,,,,,,,,,,
Karl Malone,2000-01,20,01,2001,2001,1,,,,,,,,,,,,,,,,,,,,,,,
Karl Malone,2001-02,20,02,2002,2002,1,,,,,,,,,,,,,,,,,,,,,,,
Dirk Nowitzki,2001-02,20,02,2002,2002,1,,,,,,,,,,,,,,,,,,,,,,,
Dirk Nowitzki,2002-03,20,03,2003,2003,1,,,,,,,,,,,,,,,,,,,,,,,
Dirk Nowitzki,2003-04,20,04,2004,2004,1,,,,,,,,,,,,,,,,,,,,,,,
Dirk Nowitzki,2004-05,20,05,2005,2005,1,,,,,,,,,,,,,,,,,,,,,,,
Dirk Nowitzki,2005-06,20,06,2006,2006,1,,,,,,,,,,,,,,,,,,,,,,,
Dirk Nowitzki,2006-07,20,07,2007,2007,1,,,,,,,,,,,,,,,,,,,,,,,
Dirk Nowitzki,2007-08,20,08,2008,2008,1,,,,,,,,,,,,,,,,,,,,,,,
Dirk Nowitzki,2008-09,20,09,2009,2009,1,,,,,,,,,,,,,,,,,,,,,,,
Dirk Nowitzki,2009-10,20,10,2010,2010,1,,,,,,,,,,,,,,,,,,,,,,,
Dirk Nowitzki,2010-11,20,11,2011,2011,1,,,,,,,,,,,,,,,,,,,,,,,
Dirk Nowitzki,2011-12,20,12,2012,2012,1,,,,,,,,,,,,,,,,,,,,,,,
Dirk Nowitzki,2013-14,20,14,2014,2014,1,,,,,,,,,,,,,,,,,,,,,,,
Dirk Nowitzki,2014-15,20,15,2015,2015,1,,,,,,,,,,,,,,,,,,,,,,,
Moses Malone,1979-80,19,80,1980,1980,1,,,,,,,,,,,,,,,,,,,,,,,
Moses Malone,1980-81,19,81,1981,1981,1,,,,,,,,,,,,,,,,,,,,,,,
Moses Malone,1981-82,19,82,1982,1982,1,,,,,,,,,,,,,,,,,,,,,,,
Moses Malone,1982-83,19,83,1983,1983,1,,,,,,,,,,,,,,,,,,,,,,,
Moses Malone,1983-84,19,84,1984,1984,1,,,,,,,,,,,,,,,,,,,,,,,
Moses Malone,1984-85,19,85,1985,1985,1,,,,,,,,,,,,,,,,,,,,,,,
Moses Malone,1985-86,19,86,1986,1986,1,,,,,,,,,,,,,,,,,,,,,,,
Moses Malone,1986-87,19,87,1987,1987,1,,,,,,,,,,,,,,,,,,,,,,,
Moses Malone,1987-88,19,88,1988,1988,1,,,,,,,,,,,,,,,,,,,,,,,
Moses Malone,1988-89,19,89,1989,1989,1,,,,,,,,,,,,,,,,,,,,,,,
Dwyane Wade,2004-05,20,05,2005,2005,1,,,,,,,,,,,,,,,,,,,,,,,
Dwyane Wade,2005-06,20,06,2006,2006,1,,,,,,,,,,,,,,,,,,,,,,,
Dwyane Wade,2006-07,20,07,2007,2007,1,,,,,,,,,,,,,,,,,,,,,,,
Dwyane Wade,2007-08,20,08,2008,2008,1,,,,,,,,,,,,,,,,,,,,,,,
Dwyane Wade,2008-09,20,09,2009,2009,1,,,,,,,,,,,,,,,,,,,,,,,
Dwyane Wade,2009-10,20,10,2010,2010,1,,,,,,,,,,,,,,,,,,,,,,,
Dwyane Wade,2010-11,20,11,2011,2011,1,,,,,,,,,,,,,,,,,,,,,,,
Dwyane Wade,2011-12,20,12,2012,2012,1,,,,,,,,,,,,,,,,,,,,,,,
Dwyane Wade,2012-13,20,13,2013,2013,1,,,,,,,,,,,,,,,,,,,,,,,
Dwyane Wade,2013-14,20,14,2014,2014,1,,,,,,,,,,,,,,,,,,,,,,,
Dwyane Wade,2014-15,20,15,2015,2015,1,,,,,,,,,,,,,,,,,,,,,,,
Dwyane Wade,2015-16,20,16,2016,2016,1,,,,,,,,,,,,,,,,,,,,,,,
Larry Bird,1979-80,19,80,1980,1980,1,,,,,,,,,,,,,,,,,,,,,,,
Larry Bird,1980-81,19,81,1981,1981,1,,,,,,,,,,,,,,,,,,,,,,,
Larry Bird,1981-82,19,82,1982,1982,1,,,,,,,,,,,,,,,,,,,,,,,
Larry Bird,1982-83,19,83,1983,1983,1,,,,,,,,,,,,,,,,,,,,,,,
Larry Bird,1983-84,19,84,1984,1984,1,,,,,,,,,,,,,,,,,,,,,,,
Larry Bird,1984-85,19,85,1985,1985,1,,,,,,,,,,,,,,,,,,,,,,,
Larry Bird,1985-86,19,86,1986,1986,1,,,,,,,,,,,,,,,,,,,,,,,
Larry Bird,1986-87,19,87,1987,1987,1,,,,,,,,,,,,,,,,,,,,,,,
Larry Bird,1987-88,19,88,1988,1988,1,,,,,,,,,,,,,,,,,,,,,,,
Larry Bird,1989-90,19,90,1990,1990,1,,,,,,,,,,,,,,,,,,,,,,,
Larry Bird,1990-91,19,91,1991,1991,1,,,,,,,,,,,,,,,,,,,,,,,
Larry Bird,1991-92,19,92,1992,1992,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin Durant,2009-10,20,10,2010,2010,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin Durant,2010-11,20,11,2011,2011,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin Durant,2011-12,20,12,2012,2012,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin Durant,2012-13,20,13,2013,2013,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin Durant,2013-14,20,14,2014,2014,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin Durant,2014-15,20,15,2015,2015,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin Durant,2015-16,20,16,2016,2016,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin Durant,2016-17,20,17,2017,2017,1,,,,,,,,,,,,,,,,,,,,,,,
George Gervin,1979-80,19,80,1980,1980,1,,,,,,,,,,,,,,,,,,,,,,,
George Gervin,1980-81,19,81,1981,1981,1,,,,,,,,,,,,,,,,,,,,,,,
George Gervin,1981-82,19,82,1982,1982,1,,,,,,,,,,,,,,,,,,,,,,,
George Gervin,1982-83,19,83,1983,1983,1,,,,,,,,,,,,,,,,,,,,,,,
George Gervin,1983-84,19,84,1984,1984,1,,,,,,,,,,,,,,,,,,,,,,,
George Gervin,1984-85,19,85,1985,1985,1,,,,,,,,,,,,,,,,,,,,,,,
Elvin Hayes,1979-80,19,80,1980,1980,1,,,,,,,,,,,,,,,,,,,,,,,
Magic Johnson,1979-80,19,80,1980,1980,1,,,,,,,,,,,,,,,,,,,,,,,
Magic Johnson,1981-82,19,82,1982,1982,1,,,,,,,,,,,,,,,,,,,,,,,
Magic Johnson,1982-83,19,83,1983,1983,1,,,,,,,,,,,,,,,,,,,,,,,
Magic Johnson,1983-84,19,84,1984,1984,1,,,,,,,,,,,,,,,,,,,,,,,
