Name,Season,pre,end,concat,Official Season,AllStar,,,,,,,,,,,,,,,,,,,,,,,
Kevin McHale,1985-86,19,86,1986,1986,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin McHale,1986-87,19,87,1987,1987,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin McHale,1987-88,19,88,1988,1988,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin McHale,1988-89,19,89,1989,1989,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin McHale,1989-90,19,90,1990,1990,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin McHale,1990-91,19,91,1991,1991,1,,,,,,,,,,,,,,,,,,,,,,,
Alonzo Mourning,1993-94,19,94,1994,1994,1,,,,,,,,,,,,,,,,,,,,,,,
Alonzo Mourning,1994-95,19,95,1995,1995,1,,,,,,,,,,,,,,,,,,,,,,,
Alonzo Mourning,1995-96,19,96,1996,1996,1,,,,,,,,,,,,,,,,,,,,,,,
Alonzo Mourning,1996-97,19,97,1997,1997,1,,,,,,,,,,,,,,,,,,,,,,,
Alonzo Mourning,1999-00,19,00,1900,2000,1,,,,,,,,,,,,,,,,,,,,,,,
Alonzo Mourning,2000-01,20,01,2001,2001,1,,,,,,,,,,,,,,,,,,,,,,,
Alonzo Mourning,2001-02,20,02,2002,2002,1,,,,,,,,,,,,,,,,,,,,,,,
Scottie Pippen,1989-90,19,90,1990,1990,1,,,,,,,,,,,,,,,,,,,,,,,
Scottie Pippen,1991-92,19,92,1992,1992,1,,,,,,,,,,,,,,,,,,,,,,,
Scottie Pippen,1992-93,19,93,1993,1993,1,,,,,,,,,,,,,,,,,,,,,,,
Scottie Pippen,1993-94,19,94,1994,1994,1,,,,,,,,,,,,,,,,,,,,,,,
Scottie Pippen,1994-95,19,95,1995,1995,1,,,,,,,,,,,,,,,,,,,,,,,
Scottie Pippen,1995-96,19,96,1996,1996,1,,,,,,,,,,,,,,,,,,,,,,,
Scottie Pippen,1996-97,19,97,1997,1997,1,,,,,,,,,,,,,,,,,,,,,,,
Jack Sikma,1979-80,19,80,1980,1980,1,,,,,,,,,,,,,,,,,,,,,,,
Jack Sikma,1980-81,19,81,1981,1981,1,,,,,,,,,,,,,,,,,,,,,,,
Jack Sikma,1981-82,19,82,1982,1982,1,,,,,,,,,,,,,,,,,,,,,,,
Jack Sikma,1982-83,19,83,1983,1983,1,,,,,,,,,,,,,,,,,,,,,,,
Jack Sikma,1983-84,19,84,1984,1984,1,,,,,,,,,,,,,,,,,,,,,,,
James Worthy,1985-86,19,86,1986,1986,1,,,,,,,,,,,,,,,,,,,,,,,
James Worthy,1986-87,19,87,1987,1987,1,,,,,,,,,,,,,,,,,,,,,,,
James Worthy,1987-88,19,88,1988,1988,1,,,,,,,,,,,,,,,,,,,,,,,
James Worthy,1988-89,19,89,1989,1989,1,,,,,,,,,,,,,,,,,,,,,,,
James Worthy,1989-90,19,90,1990,1990,1,,,,,,,,,,,,,,,,,,,,,,,
James Worthy,1990-91,19,91,1991,1991,1,,,,,,,,,,,,,,,,,,,,,,,
James Worthy,1991-92,19,92,1992,1992,1,,,,,,,,,,,,,,,,,,,,,,,
Giannis Antetokounmpo,2016-17,20,17,2017,2017,1,,,,,,,,,,,,,,,,,,,,,,,
Tiny Archibald,1979-80,19,80,1980,1980,1,,,,,,,,,,,,,,,,,,,,,,,
Tiny Archibald,1980-81,19,81,1981,1981,1,,,,,,,,,,,,,,,,,,,,,,,
Tiny Archibald,1981-82,19,82,1982,1982,1,,,,,,,,,,,,,,,,,,,,,,,
Jimmy Butler,2014-15,20,15,2015,2015,1,,,,,,,,,,,,,,,,,,,,,,,
Jimmy Butler,2015-16,20,16,2016,2016,1,,,,,,,,,,,,,,,,,,,,,,,
Jimmy Butler,2016-17,20,17,2017,2017,1,,,,,,,,,,,,,,,,,,,,,,,
Adrian Dantley,1979-80,19,80,1980,1980,1,,,,,,,,,,,,,,,,,,,,,,,
Adrian Dantley,1980-81,19,81,1981,1981,1,,,,,,,,,,,,,,,,,,,,,,,
Adrian Dantley,1981-82,19,82,1982,1982,1,,,,,,,,,,,,,,,,,,,,,,,
Adrian Dantley,1983-84,19,84,1984,1984,1,,,,,,,,,,,,,,,,,,,,,,,
Adrian Dantley,1984-85,19,85,1985,1985,1,,,,,,,,,,,,,,,,,,,,,,,
Adrian Dantley,1985-86,19,86,1986,1986,1,,,,,,,,,,,,,,,,,,,,,,,
Walter Davis,1979-80,19,80,1980,1980,1,,,,,,,,,,,,,,,,,,,,,,,
Walter Davis,1980-81,19,81,1981,1981,1,,,,,,,,,,,,,,,,,,,,,,,
Walter Davis,1983-84,19,84,1984,1984,1,,,,,,,,,,,,,,,,,,,,,,,
Walter Davis,1986-87,19,87,1987,1987,1,,,,,,,,,,,,,,,,,,,,,,,
Joe Dumars,1989-90,19,90,1990,1990,1,,,,,,,,,,,,,,,,,,,,,,,
Joe Dumars,1990-91,19,91,1991,1991,1,,,,,,,,,,,,,,,,,,,,,,,
Joe Dumars,1991-92,19,92,1992,1992,1,,,,,,,,,,,,,,,,,,,,,,,
Joe Dumars,1992-93,19,93,1993,1993,1,,,,,,,,,,,,,,,,,,,,,,,
Joe Dumars,1994-95,19,95,1995,1995,1,,,,,,,,,,,,,,,,,,,,,,,
Joe Dumars,1996-97,19,97,1997,1997,1,,,,,,,,,,,,,,,,,,,,,,,
Pau Gasol,2005-06,20,06,2006,2006,1,,,,,,,,,,,,,,,,,,,,,,,
Pau Gasol,2008-09,20,09,2009,2009,1,,,,,,,,,,,,,,,,,,,,,,,
Pau Gasol,2009-10,20,10,2010,2010,1,,,,,,,,,,,,,,,,,,,,,,,
Pau Gasol,2010-11,20,11,2011,2011,1,,,,,,,,,,,,,,,,,,,,,,,
Pau Gasol,2014-15,20,15,2015,2015,1,,,,,,,,,,,,,,,,,,,,,,,
Pau Gasol,2015-16,20,16,2016,2016,1,,,,,,,,,,,,,,,,,,,,,,,
Blake Griffin,2010-11,20,11,2011,2011,1,,,,,,,,,,,,,,,,,,,,,,,
Blake Griffin,2011-12,20,12,2012,2012,1,,,,,,,,,,,,,,,,,,,,,,,
Blake Griffin,2012-13,20,13,2013,2013,1,,,,,,,,,,,,,,,,,,,,,,,
Blake Griffin,2013-14,20,14,2014,2014,1,,,,,,,,,,,,,,,,,,,,,,,
Blake Griffin,2014-15,20,15,2015,2015,1,,,,,,,,,,,,,,,,,,,,,,,
Shawn Kemp,1992-93,19,93,1993,1993,1,,,,,,,,,,,,,,,,,,,,,,,
Shawn Kemp,1993-94,19,94,1994,1994,1,,,,,,,,,,,,,,,,,,,,,,,
Shawn Kemp,1994-95,19,95,1995,1995,1,,,,,,,,,,,,,,,,,,,,,,,
Shawn Kemp,1995-96,19,96,1996,1996,1,,,,,,,,,,,,,,,,,,,,,,,
Shawn Kemp,1996-97,19,97,1997,1997,1,,,,,,,,,,,,,,,,,,,,,,,
Shawn Kemp,1997-98,19,98,1998,1998,1,,,,,,,,,,,,,,,,,,,,,,,
Damian Lillard,2013-14,20,14,2014,2014,1,,,,,,,,,,,,,,,,,,,,,,,
Damian Lillard,2014-15,20,15,2015,2015,1,,,,,,,,,,,,,,,,,,,,,,,
Kyle Lowry,2014-15,20,15,2015,2015,1,,,,,,,,,,,,,,,,,,,,,,,
Kyle Lowry,2015-16,20,16,2016,2016,1,,,,,,,,,,,,,,,,,,,,,,,
Kyle Lowry,2016-17,20,17,2017,2017,1,,,,,,,,,,,,,,,,,,,,,,,
Jermaine O'Neal,2001-02,20,02,2002,2002,1,,,,,,,,,,,,,,,,,,,,,,,
Jermaine O'Neal,2002-03,20,03,2003,2003,1,,,,,,,,,,,,,,,,,,,,,,,
Jermaine O'Neal,2003-04,20,04,2004,2004,1,,,,,,,,,,,,,,,,,,,,,,,
Jermaine O'Neal,2004-05,20,05,2005,2005,1,,,,,,,,,,,,,,,,,,,,,,,
Jermaine O'Neal,2005-06,20,06,2006,2006,1,,,,,,,,,,,,,,,,,,,,,,,
Jermaine O'Neal,2006-07,20,07,2007,2007,1,,,,,,,,,,,,,,,,,,,,,,,
Tony Parker,2005-06,20,06,2006,2006,1,,,,,,,,,,,,,,,,,,,,,,,
Tony Parker,2006-07,20,07,2007,2007,1,,,,,,,,,,,,,,,,,,,,,,,
Tony Parker,2008-09,20,09,2009,2009,1,,,,,,,,,,,,,,,,,,,,,,,
Tony Parker,2011-12,20,12,2012,2012,1,,,,,,,,,,,,,,,,,,,,,,,
Tony Parker,2012-13,20,13,2013,2013,1,,,,,,,,,,,,,,,,,,,,,,,
Tony Parker,2013-14,20,14,2014,2014,1,,,,,,,,,,,,,,,,,,,,,,,
Mitch Richmond,1992-93,19,93,1993,1993,1,,,,,,,,,,,,,,,,,,,,,,,
Mitch Richmond,1993-94,19,94,1994,1994,1,,,,,,,,,,,,,,,,,,,,,,,
Mitch Richmond,1994-95,19,95,1995,1995,1,,,,,,,,,,,,,,,,,,,,,,,
Mitch Richmond,1995-96,19,96,1996,1996,1,,,,,,,,,,,,,,,,,,,,,,,
Mitch Richmond,1996-97,19,97,1997,1997,1,,,,,,,,,,,,,,,,,,,,,,,
Mitch Richmond,1997-98,19,98,1998,1998,1,,,,,,,,,,,,,,,,,,,,,,,
Amar'e Stoudemire,2004-05,20,05,2005,2005,1,,,,,,,,,,,,,,,,,,,,,,,
Amar'e Stoudemire,2006-07,20,07,2007,2007,1,,,,,,,,,,,,,,,,,,,,,,,
Amar'e Stoudemire,2007-08,20,08,2008,2008,1,,,,,,,,,,,,,,,,,,,,,,,
Amar'e Stoudemire,2008-09,20,09,2009,2009,1,,,,,,,,,,,,,,,,,,,,,,,
Amar'e Stoudemire,2009-10,20,10,2010,2010,1,,,,,,,,,,,,,,,,,,,,,,,
Amar'e Stoudemire,2010-11,20,11,2011,2011,1,,,,,,,,,,,,,,,,,,,,,,,
Chauncey Billups,2005-06,20,06,2006,2006,1,,,,,,,,,,,,,,,,,,,,,,,
Chauncey Billups,2006-07,20,07,2007,2007,1,,,,,,,,,,,,,,,,,,,,,,,
Chauncey Billups,2007-08,20,08,2008,2008,1,,,,,,,,,,,,,,,,,,,,,,,
Chauncey Billups,2008-09,20,09,2009,2009,1,,,,,,,,,,,,,,,,,,,,,,,
Chauncey Billups,2009-10,20,10,2010,2010,1,,,,,,,,,,,,,,,,,,,,,,,
Brad Daugherty,1987-88,19,88,1988,1988,1,,,,,,,,,,,,,,,,,,,,,,,
Brad Daugherty,1988-89,19,89,1989,1989,1,,,,,,,,,,,,,,,,,,,,,,,
Brad Daugherty,1990-91,19,91,1991,1991,1,,,,,,,,,,,,,,,,,,,,,,,
Brad Daugherty,1991-92,19,92,1992,1992,1,,,,,,,,,,,,,,,,,,,,,,,
Brad Daugherty,1992-93,19,93,1993,1993,1,,,,,,,,,,,,,,,,,,,,,,,
DeMar DeRozan,2013-14,20,14,2014,2014,1,,,,,,,,,,,,,,,,,,,,,,,
DeMar DeRozan,2015-16,20,16,2016,2016,1,,,,,,,,,,,,,,,,,,,,,,,
DeMar DeRozan,2016-17,20,17,2017,2017,1,,,,,,,,,,,,,,,,,,,,,,,
Tim Hardaway,1990-91,19,91,1991,1991,1,,,,,,,,,,,,,,,,,,,,,,,
Tim Hardaway,1991-92,19,92,1992,1992,1,,,,,,,,,,,,,,,,,,,,,,,
Tim Hardaway,1992-93,19,93,1993,1993,1,,,,,,,,,,,,,,,,,,,,,,,
Tim Hardaway,1996-97,19,97,1997,1997,1,,,,,,,,,,,,,,,,,,,,,,,
Tim Hardaway,1997-98,19,98,1998,1998,1,,,,,,,,,,,,,,,,,,,,,,,
Al Horford,2009-10,20,10,2010,2010,1,,,,,,,,,,,,,,,,,,,,,,,
Al Horford,2010-11,20,11,2011,2011,1,,,,,,,,,,,,,,,,,,,,,,,
Al Horford,2014-15,20,15,2015,2015,1,,,,,,,,,,,,,,,,,,,,,,,
Al Horford,2015-16,20,16,2016,2016,1,,,,,,,,,,,,,,,,,,,,,,,
Dennis Johnson,1979-80,19,80,1980,1980,1,,,,,,,,,,,,,,,,,,,,,,,
Dennis Johnson,1980-81,19,81,1981,1981,1,,,,,,,,,,,,,,,,,,,,,,,
Dennis Johnson,1981-82,19,82,1982,1982,1,,,,,,,,,,,,,,,,,,,,,,,
Dennis Johnson,1984-85,19,85,1985,1985,1,,,,,,,,,,,,,,,,,,,,,,,
Marques Johnson,1979-80,19,80,1980,1980,1,,,,,,,,,,,,,,,,,,,,,,,
Marques Johnson,1980-81,19,81,1981,1981,1,,,,,,,,,,,,,,,,,,,,,,,
Marques Johnson,1982-83,19,83,1983,1983,1,,,,,,,,,,,,,,,,,,,,,,,
Marques Johnson,1985-86,19,86,1986,1986,1,,,,,,,,,,,,,,,,,,,,,,,
Bobby Jones,1980-81,19,81,1981,1981,1,,,,,,,,,,,,,,,,,,,,,,,
Bobby Jones,1981-82,19,82,1982,1982,1,,,,,,,,,,,,,,,,,,,,,,,
Kawhi Leonard,2015-16,20,16,2016,2016,1,,,,,,,,,,,,,,,,,,,,,,,
Kawhi Leonard,2016-17,20,17,2017,2017,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin Love,2010-11,20,11,2011,2011,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin Love,2011-12,20,12,2012,2012,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin Love,2013-14,20,14,2014,2014,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin Love,2016-17,20,17,2017,2017,1,,,,,,,,,,,,,,,,,,,,,,,
Maurice Lucas,1982-83,19,83,1983,1983,1,,,,,,,,,,,,,,,,,,,,,,,
Reggie Miller,1989-90,19,90,1990,1990,1,,,,,,,,,,,,,,,,,,,,,,,
Reggie Miller,1994-95,19,95,1995,1995,1,,,,,,,,,,,,,,,,,,,,,,,
Reggie Miller,1995-96,19,96,1996,1996,1,,,,,,,,,,,,,,,,,,,,,,,
Reggie Miller,1997-98,19,98,1998,1998,1,,,,,,,,,,,,,,,,,,,,,,,
Reggie Miller,1999-00,19,00,1900,2000,1,,,,,,,,,,,,,,,,,,,,,,,
Sidney Moncrief,1981-82,19,82,1982,1982,1,,,,,,,,,,,,,,,,,,,,,,,
Sidney Moncrief,1982-83,19,83,1983,1983,1,,,,,,,,,,,,,,,,,,,,,,,
Sidney Moncrief,1983-84,19,84,1984,1984,1,,,,,,,,,,,,,,,,,,,,,,,
Sidney Moncrief,1984-85,19,85,1985,1985,1,,,,,,,,,,,,,,,,,,,,,,,
Sidney Moncrief,1985-86,19,86,1986,1986,1,,,,,,,,,,,,,,,,,,,,,,,
Chris Mullin,1988-89,19,89,1989,1989,1,,,,,,,,,,,,,,,,,,,,,,,
Chris Mullin,1989-90,19,90,1990,1990,1,,,,,,,,,,,,,,,,,,,,,,,
Chris Mullin,1990-91,19,91,1991,1991,1,,,,,,,,,,,,,,,,,,,,,,,
Chris Mullin,1991-92,19,92,1992,1992,1,,,,,,,,,,,,,,,,,,,,,,,
Chris Mullin,1992-93,19,93,1993,1993,1,,,,,,,,,,,,,,,,,,,,,,,
David Thompson,1982-83,19,83,1983,1983,1,,,,,,,,,,,,,,,,,,,,,,,
Klay Thompson,2014-15,20,15,2015,2015,1,,,,,,,,,,,,,,,,,,,,,,,
Klay Thompson,2015-16,20,16,2016,2016,1,,,,,,,,,,,,,,,,,,,,,,,
Klay Thompson,2016-17,20,17,2017,2017,1,,,,,,,,,,,,,,,,,,,,,,,
John Wall,2013-14,20,14,2014,2014,1,,,,,,,,,,,,,,,,,,,,,,,
John Wall,2014-15,20,15,2015,2015,1,,,,,,,,,,,,,,,,,,,,,,,
John Wall,2015-16,20,16,2016,2016,1,,,,,,,,,,,,,,,,,,,,,,,
John Wall,2016-17,20,17,2017,2017,1,,,,,,,,,,,,,,,,,,,,,,,
Chris Webber,1996-97,19,97,1997,1997,1,,,,,,,,,,,,,,,,,,,,,,,
Chris Webber,1999-00,19,00,1900,1900,1,,,,,,,,,,,,,,,,,,,,,,,
Chris Webber,2000-01,20,01,2001,2001,1,,,,,,,,,,,,,,,,,,,,,,,
Chris Webber,2001-02,20,02,2002,2002,1,,,,,,,,,,,,,,,,,,,,,,,
Chris Webber,2002-03,20,03,2003,2003,1,,,,,,,,,,,,,,,,,,,,,,,
Paul Westphal,1979-80,19,80,1980,1980,1,,,,,,,,,,,,,,,,,,,,,,,
Paul Westphal,1980-81,19,81,1981,1981,1,,,,,,,,,,,,,,,,,,,,,,,
Vin Baker,1994-95,19,95,1995,1995,1,,,,,,,,,,,,,,,,,,,,,,,
Vin Baker,1995-96,19,96,1996,1996,1,,,,,,,,,,,,,,,,,,,,,,,
Vin Baker,1996-97,19,97,1997,1997,1,,,,,,,,,,,,,,,,,,,,,,,
Vin Baker,1997-98,19,98,1998,1998,1,,,,,,,,,,,,,,,,,,,,,,,
Otis Birdsong,1979-80,19,80,1980,1980,1,,,,,,,,,,,,,,,,,,,,,,,
Otis Birdsong,1980-81,19,81,1981,1981,1,,,,,,,,,,,,,,,,,,,,,,,
Otis Birdsong,1983-84,19,84,1984,1984,1,,,,,,,,,,,,,,,,,,,,,,,
Rolando Blackman,1984-85,19,85,1985,1985,1,,,,,,,,,,,,,,,,,,,,,,,
Rolando Blackman,1985-86,19,86,1986,1986,1,,,,,,,,,,,,,,,,,,,,,,,
Rolando Blackman,1986-87,19,87,1987,1987,1,,,,,,,,,,,,,,,,,,,,,,,
Rolando Blackman,1989-90,19,90,1990,1990,1,,,,,,,,,,,,,,,,,,,,,,,
Tom Chambers,1986-87,19,87,1987,1987,1,,,,,,,,,,,,,,,,,,,,,,,
Tom Chambers,1988-89,19,89,1989,1989,1,,,,,,,,,,,,,,,,,,,,,,,
Tom Chambers,1989-90,19,90,1990,1990,1,,,,,,,,,,,,,,,,,,,,,,,
Tom Chambers,1990-91,19,91,1991,1991,1,,,,,,,,,,,,,,,,,,,,,,,
Maurice Cheeks,1982-83,19,83,1983,1983,1,,,,,,,,,,,,,,,,,,,,,,,
Maurice Cheeks,1985-86,19,86,1986,1986,1,,,,,,,,,,,,,,,,,,,,,,,
Maurice Cheeks,1986-87,19,87,1987,1987,1,,,,,,,,,,,,,,,,,,,,,,,
Maurice Cheeks,1987-88,19,88,1988,1988,1,,,,,,,,,,,,,,,,,,,,,,,
DeMarcus Cousins,2014-15,20,15,2015,2015,1,,,,,,,,,,,,,,,,,,,,,,,
DeMarcus Cousins,2015-16,20,16,2016,2016,1,,,,,,,,,,,,,,,,,,,,,,,
DeMarcus Cousins,2016-17,20,17,2017,2017,1,,,,,,,,,,,,,,,,,,,,,,,
Draymond Green,2015-16,20,16,2016,2016,1,,,,,,,,,,,,,,,,,,,,,,,
Draymond Green,2016-17,20,17,2017,2017,1,,,,,,,,,,,,,,,,,,,,,,,
Anfernee Hardaway,1994-95,19,95,1995,1995,1,,,,,,,,,,,,,,,,,,,,,,,
Anfernee Hardaway,1995-96,19,96,1996,1996,1,,,,,,,,,,,,,,,,,,,,,,,
Anfernee Hardaway,1996-97,19,97,1997,1997,1,,,,,,,,,,,,,,,,,,,,,,,
Anfernee Hardaway,1997-98,19,98,1998,1998,1,,,,,,,,,,,,,,,,,,,,,,,
Bernard King,1981-82,19,82,1982,1982,1,,,,,,,,,,,,,,,,,,,,,,,
Bernard King,1983-84,19,84,1984,1984,1,,,,,,,,,,,,,,,,,,,,,,,
Bernard King,1984-85,19,85,1985,1985,1,,,,,,,,,,,,,,,,,,,,,,,
Bernard King,1990-91,19,91,1991,1991,1,,,,,,,,,,,,,,,,,,,,,,,
Bill Laimbeer,1982-83,19,83,1983,1983,1,,,,,,,,,,,,,,,,,,,,,,,
Bill Laimbeer,1983-84,19,84,1984,1984,1,,,,,,,,,,,,,,,,,,,,,,,
Bill Laimbeer,1984-85,19,85,1985,1985,1,,,,,,,,,,,,,,,,,,,,,,,
Bill Laimbeer,1986-87,19,87,1987,1987,1,,,,,,,,,,,,,,,,,,,,,,,
Shawn Marion,2002-03,20,03,2003,2003,1,,,,,,,,,,,,,,,,,,,,,,,
Shawn Marion,2004-05,20,05,2005,2005,1,,,,,,,,,,,,,,,,,,,,,,,
Shawn Marion,2005-06,20,06,2006,2006,1,,,,,,,,,,,,,,,,,,,,,,,
Shawn Marion,2006-07,20,07,2007,2007,1,,,,,,,,,,,,,,,,,,,,,,,
Paul Millsap,2013-14,20,14,2014,2014,1,,,,,,,,,,,,,,,,,,,,,,,
Paul Millsap,2014-15,20,15,2015,2015,1,,,,,,,,,,,,,,,,,,,,,,,
Paul Millsap,2015-16,20,16,2016,2016,1,,,,,,,,,,,,,,,,,,,,,,,
Paul Millsap,2016-17,20,17,2017,2017,1,,,,,,,,,,,,,,,,,,,,,,,
Mark Price,1988-89,19,89,1989,1989,1,,,,,,,,,,,,,,,,,,,,,,,
Mark Price,1991-92,19,92,1992,1992,1,,,,,,,,,,,,,,,,,,,,,,,
Mark Price,1992-93,19,93,1993,1993,1,,,,,,,,,,,,,,,,,,,,,,,
Mark Price,1993-94,19,94,1994,1994,1,,,,,,,,,,,,,,,,,,,,,,,
Micheal Ray Richardson,1979-80,19,80,1980,1980,1,,,,,,,,,,,,,,,,,,,,,,,
Micheal Ray Richardson,1980-81,19,81,1981,1981,1,,,,,,,,,,,,,,,,,,,,,,,
Micheal Ray Richardson,1981-82,19,82,1982,1982,1,,,,,,,,,,,,,,,,,,,,,,,
Micheal Ray Richardson,1984-85,19,85,1985,1985,1,,,,,,,,,,,,,,,,,,,,,,,
Alvin Robertson,1985-86,19,86,1986,1986,1,,,,,,,,,,,,,,,,,,,,,,,
Alvin Robertson,1986-87,19,87,1987,1987,1,,,,,,,,,,,,,,,,,,,,,,,
Alvin Robertson,1987-88,19,88,1988,1988,1,,,,,,,,,,,,,,,,,,,,,,,
Alvin Robertson,1990-91,19,91,1991,1991,1,,,,,,,,,,,,,,,,,,,,,,,
Rajon Rondo,2009-10,20,10,2010,2010,1,,,,,,,,,,,,,,,,,,,,,,,
Rajon Rondo,2010-11,20,11,2011,2011,1,,,,,,,,,,,,,,,,,,,,,,,
Rajon Rondo,2011-12,20,12,2012,2012,1,,,,,,,,,,,,,,,,,,,,,,,
Rajon Rondo,2012-13,20,13,2013,2013,1,,,,,,,,,,,,,,,,,,,,,,,
Ralph Sampson,1983-84,19,84,1984,1984,1,,,,,,,,,,,,,,,,,,,,,,,
Ralph Sampson,1984-85,19,85,1985,1985,1,,,,,,,,,,,,,,,,,,,,,,,
Ralph Sampson,1985-86,19,86,1986,1986,1,,,,,,,,,,,,,,,,,,,,,,,
Ralph Sampson,1986-87,19,87,1987,1987,1,,,,,,,,,,,,,,,,,,,,,,,
Latrell Sprewell,1993-94,19,94,1994,1994,1,,,,,,,,,,,,,,,,,,,,,,,
Latrell Sprewell,1994-95,19,95,1995,1995,1,,,,,,,,,,,,,,,,,,,,,,,
Latrell Sprewell,1996-97,19,97,1997,1997,1,,,,,,,,,,,,,,,,,,,,,,,
Latrell Sprewell,2000-01,20,01,2001,2001,1,,,,,,,,,,,,,,,,,,,,,,,
Kemba Walker,2016-17,20,17,2017,2017,1,,,,,,,,,,,,,,,,,,,,,,,
Ben Wallace,2002-03,20,03,2003,2003,1,,,,,,,,,,,,,,,,,,,,,,,
Ben Wallace,2003-04,20,04,2004,2004,1,,,,,,,,,,,,,,,,,,,,,,,
Ben Wallace,2004-05,20,05,2005,2005,1,,,,,,,,,,,,,,,,,,,,,,,
Ben Wallace,2005-06,20,06,2006,2006,1,,,,,,,,,,,,,,,,,,,,,,,
Rasheed Wallace,1999-00,19,00,1900,2000,1,,,,,,,,,,,,,,,,,,,,,,,
Rasheed Wallace,2000-01,20,01,2001,2001,1,,,,,,,,,,,,,,,,,,,,,,,
Rasheed Wallace,2005-06,20,06,2006,2006,1,,,,,,,,,,,,,,,,,,,,,,,
Rasheed Wallace,2007-08,20,08,2008,2008,1,,,,,,,,,,,,,,,,,,,,,,,
Mark Aguirre,1983-84,19,84,1984,1984,1,,,,,,,,,,,,,,,,,,,,,,,
Mark Aguirre,1986-87,19,87,1987,1987,1,,,,,,,,,,,,,,,,,,,,,,,
Mark Aguirre,1987-88,19,88,1988,1988,1,,,,,,,,,,,,,,,,,,,,,,,
Gilbert Arenas,2004-05,20,05,2005,2005,1,,,,,,,,,,,,,,,,,,,,,,,
Gilbert Arenas,2005-06,20,06,2006,2006,1,,,,,,,,,,,,,,,,,,,,,,,
Gilbert Arenas,2006-07,20,07,2007,2007,1,,,,,,,,,,,,,,,,,,,,,,,
Steve Francis,2001-02,20,02,2002,2002,1,,,,,,,,,,,,,,,,,,,,,,,
Steve Francis,2002-03,20,03,2003,2003,1,,,,,,,,,,,,,,,,,,,,,,,
Steve Francis,2003-04,20,04,2004,2004,1,,,,,,,,,,,,,,,,,,,,,,,
Marc Gasol,2011-12,20,12,2012,2012,1,,,,,,,,,,,,,,,,,,,,,,,
Marc Gasol,2014-15,20,15,2015,2015,1,,,,,,,,,,,,,,,,,,,,,,,
Marc Gasol,2016-17,20,17,2017,2017,1,,,,,,,,,,,,,,,,,,,,,,,
Richard Hamilton,2005-06,20,06,2006,2006,1,,,,,,,,,,,,,,,,,,,,,,,
Richard Hamilton,2006-07,20,07,2007,2007,1,,,,,,,,,,,,,,,,,,,,,,,
Richard Hamilton,2007-08,20,08,2008,2008,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin Johnson,1989-90,19,90,1990,1990,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin Johnson,1990-91,19,91,1991,1991,1,,,,,,,,,,,,,,,,,,,,,,,
Kevin Johnson,1993-94,19,94,1994,1994,1,,,,,,,,,,,,,,,,,,,,,,,
Eddie Jones,1996-97,19,97,1997,1997,1,,,,,,,,,,,,,,,,,,,,,,,
Eddie Jones,1997-98,19,98,1998,1998,1,,,,,,,,,,,,,,,,,,,,,,,
Eddie Jones,1999-00,19,00,1900,2000,1,,,,,,,,,,,,,,,,,,,,,,,
Dan Majerle,1991-92,19,92,1992,1992,1,,,,,,,,,,,,,,,,,,,,,,,
Dan Majerle,1992-93,19,93,1993,1993,1,,,,,,,,,,,,,,,,,,,,,,,
Dan Majerle,1994-95,19,95,1995,1995,1,,,,,,,,,,,,,,,,,,,,,,,
Larry Nance,1984-85,19,85,1985,1985,1,,,,,,,,,,,,,,,,,,,,,,,
Larry Nance,1988-89,19,89,1989,1989,1,,,,,,,,,,,,,,,,,,,,,,,
Larry Nance,1992-93,19,93,1993,1993,1,,,,,,,,,,,,,,,,,,,,,,,
Glen Rice,1995-96,19,96,1996,1996,1,,,,,,,,,,,,,,,,,,,,,,,
Glen Rice,1996-97,19,97,1997,1997,1,,,,,,,,,,,,,,,,,,,,,,,
Glen Rice,1997-98,19,98,1998,1998,1,,,,,,,,,,,,,,,,,,,,,,,
Derrick Rose,2009-10,20,10,2010,2010,1,,,,,,,,,,,,,,,,,,,,,,,
Derrick Rose,2010-11,20,11,2011,2011,1,,,,,,,,,,,,,,,,,,,,,,,
Derrick Rose,2011-12,20,12,2012,2012,1,,,,,,,,,,,,,,,,,,,,,,,
Dan Roundfield,1979-80,19,80,1980,1980,1,,,,,,,,,,,,,,,,,,,,,,,
Dan Roundfield,1980-81,19,81,1981,1981,1,,,,,,,,,,,,,,,,,,,,,,,
Dan Roundfield,1981-82,19,82,1982,1982,1,,,,,,,,,,,,,,,,,,,,,,,
Brandon Roy,2007-08,20,08,2008,2008,1,,,,,,,,,,,,,,,,,,,,,,,
Brandon Roy,2008-09,20,09,2009,2009,1,,,,,,,,,,,,,,,,,,,,,,,
Brandon Roy,2009-10,20,10,2010,2010,1,,,,,,,,,,,,,,,,,,,,,,,
Detlef Schrempf,1992-93,19,93,1993,1993,1,,,,,,,,,,,,,,,,,,,,,,,
